Position Title,Date,Apply,Work Model,Location,Company,Salary,Hire Time,Graduate Time,Company Industry,Company Size,Qualifications
Software Engineering Summer Intern (Undergrad),2026-03-18,https://jobright.ai/jobs/info/69baef94569738374140c4ca?utm_source=1099&utm_campaign=Software Engineer,On Site,United States,Judi Health,N/A,,,,1001-5000,"1. Currently enrolled in a Bachelor’s Degree program and entering their Junior or Senior year in Fall 2026 in computer science, software engineering, or a related field.
2. Familiarity with Python (Flask / SQLAlchemy) and React / Typescript.
3. Basic understanding of SQL.
..."
Software Engineering Summer Intern (Undergrad),2026-03-18,https://jobright.ai/jobs/info/69baceaa06c1ba00c54d1c5c?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Denver, NY",Capital Rx,$20-$22 /hr,,,,501-1000,"1. Currently enrolled in a Bachelor’s Degree program and entering their Junior or Senior year in Fall 2026 in computer science, software engineering, or a related field.
2. Strong communication and collaboration skills.
3. Demonstrates initiative by proactively identifying opportunities for improvement, taking ownership of challenges, and contributing beyond assigned tasks to drive team and project success.
..."
"Software Engineer, Missions Software",2026-03-18,https://jobright.ai/jobs/info/699e19e2ce78e77b4fe3304e?utm_source=1099&utm_campaign=Software Engineer,Remote,United States,Planet,$100300-$142700 /yr,,,"Aerospace,Analytics",501-1000,"1. Bachelor’s degree in Computer Science, Aerospace Engineering, or similar.
2. 2+ years of relevant work experience.
3. Experience in Python programming.
..."
.NET Core Senior Software Engineer,2026-03-18,https://jobright.ai/jobs/info/69671be5639b452fb57cb931?utm_source=1099&utm_campaign=Software Engineer,On Site,"Chandler, AZ",Garmin,N/A,,,"Consumer Electronics,Consumer Goods",10000+,"1. Bachelor’s Degree in Computer Science, Electrical Engineering, Computer Engineering, Software Engineering, Aerospace Engineering, Math, Physics or related field AND a minimum of 5 years relevant experience OR an equivalent combination of education and experience
2. Excellent academics (cumulative GPA greater than or equal to 3.0 as a general rule)
3. Mastered proficiency in writing software in C#/.NET Core 6 or greater, Entity Framework, LINQ, Blazor and ASP.NET Core including Web API's and relevant experience and/or training in data structures or object-oriented design methodology
..."
IT Infrastructure & Cloud Engineering Internship – Summer 2026,2026-03-18,https://jobright.ai/jobs/info/69a554480da45516f16df460?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
San Diego, CA
San Diego, California, United States of America",Qualcomm,$17-$98 /hr,2026-Summer,,"Artificial Intelligence (AI),Generative AI",10000+,"1. Currently enrolled in a bachelor’s or master’s degree program in Computer Science, Engineering, Information Technology, or a related field
2. Must be available for 11–14 weeks during Summer 2026 (May–September)
3. Expected graduation date of November 2026 or later
..."
Expert Application Architect,2026-03-18,https://jobright.ai/jobs/info/699e352e81476f6176b716ef?utm_source=1099&utm_campaign=Software Engineer,Remote,"Ohio, United States",Gainwell Technologies,$118800-$169700 /yr,,,"Health Care,Information Technology",10000+,"1. Ten or more years of application architecture and/or product development experience.
2. Experience working with Architecture framework methodologies such as TOGAF.
3. Software systems, applications, and supporting infrastructure.
..."
Senior Software Engineer - C++/C,2026-03-18,https://jobright.ai/jobs/info/699e3791ce78e77b4fe34b90?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Cary, NC
Olathe, KS",Garmin,N/A,,,"Consumer Electronics,Consumer Goods",10000+,"1. Bachelor’s Degree in Computer Science, Electrical Engineering, Computer Engineering, Software Engineering, Aerospace Engineering, Math, Physics or related field AND a minimum of 5 years relevant experience OR an equivalent combination of education and experience
2. Excellent academics (cumulative GPA greater than or equal to 3.0 as a general rule)
3. Demonstrated proficiency in designing well architectured software systems and modules that support new technology or improve capability/performance of existing functionality
..."
Software Engineering Intern (MECOP) – 2026,2026-03-18,https://jobright.ai/jobs/info/69a8fc7b7ac93962b708e580?utm_source=1099&utm_campaign=Software Engineer,On Site,"Beaverton, OR",Tektronix,$25.10-$46.59 /hr,2026,,"Electronics,Hardware",1001-5000,"1. Enrolled in a Bachelor’s degree program in Computer Engineering (preferred), Electrical Engineering, or Computer Science and eligible/accepted for the MECOP program (2026)
2. Strong C/C++ fundamentals (OOP, memory management, multithreading concepts)
3. Comfort working hands-on with real instruments/hardware and following safe lab practices
..."
Information Technology (IT) Internship – Summer 2026,2026-03-18,https://jobright.ai/jobs/info/69a55d28b600907a962b0b6d?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Diego, CA",Qualcomm,$17-$98 /hr,2026-Summer,,"Artificial Intelligence (AI),Generative AI",10000+,"1. Currently enrolled in a bachelor’s or master’s degree program in Information Systems, Computer Science, Engineering, Information Technology, Project Management, or a related field
2. Must be available for 11–14 weeks during Summer 2026 (May–September)
3. Expected graduation date of November 2026 or later
..."
Software Engineering Intern,2026-03-18,https://jobright.ai/jobs/info/69ad2c12142d5b4265fe585c?utm_source=1099&utm_campaign=Software Engineer,On Site,"Bedford, MA",Werfen North America,$22-$30 /hr,,,"Health Care,Manufacturing",11-50,"1. Currently pursuing B.S. in Engineering, Finance, Business, Marketing with a minimum of 2 college semesters complete.
2. Ability to multitask."
Architect IT Applications 1,2026-03-18,https://jobright.ai/jobs/info/69811f5babff4c399a9ff225?utm_source=1099&utm_campaign=Software Engineer,On Site,"Olathe, KS",Garmin,N/A,,,"Consumer Electronics,Consumer Goods",10000+,"1. Bachelor’s Degree in Computer Science, Information Technology, Management Information Systems, or related field AND a minimum of 9 years relevant experience OR an equivalent combination of education and experience
2. Excellent academics (cumulative GPA greater than or equal to 3.0 as a general rule)
3. Must possess experience (in years noted above) in developing and architecting scalable n-tier enterprise business applications, defining and implementing application development and integration best practices and processes relevant to Garmin’s business needs
..."
Software Engineer Intern (TikTok-Product Infrastructure-Customer Service Platform) - 2026 Summer(BS/MS),2026-03-18,https://jobright.ai/jobs/info/699ebc32e0bddb6acaceae19?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Jose, CA",TikTok,$$45-$$45 /hr,2026-Summer,,"Content Creators,Content Discovery",10000+,"1. Currently pursuing an Undergraduate/Graduate in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Able to commit to working for 12 weeks during the Summer of 2026.
3. Solid foundation in computer science, proficient in at least one front-end framework (React/Vue), with an understanding of the design philosophy behind the framework.
..."
Software Engineer Intern 2026,2026-03-18,https://jobright.ai/jobs/info/69ba9a5906c1ba00c54cd2f1?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Mountain View, CA
Mountain View",Creatify AI,$40-$60 /hr,2026,,"Artificial Intelligence (AI),Information Technology",11-50,"1. Proficiency in React, Python, and frameworks like Django or Flask.
2. Familiarity with Docker, SQL, and cloud services like AWS, GCP, or Azure.
3. Fast-paced work style.
..."
Research Engineer Intern (Ads ML Infra) - 2026 Start (PhD),2026-03-18,https://jobright.ai/jobs/info/69bd171b4828227293ff4a34?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Jose, CA",TikTok,$$60-$$60 /hr,2026,,"Content Creators,Content Discovery",10000+,"1. Bachelor's degree in computer science or related technical disciplines.
2. Strong Computer Science fundamentals (algorithms, data structures, software design) and problem-solving skills.
3. Solid coding skills and a good understanding of algorithms, especially causal inference, uplift model, and deep learning.
..."
Backend Engineering Intern - OCaml,2026-03-18,https://jobright.ai/jobs/info/69ba993a06c1ba00c54cc94a?utm_source=1099&utm_campaign=Software Engineer,Remote,"Palo Alto, CA",Ahrefs,N/A,,,"Digital Marketing,Search Engine",101-250,"1. Solid OCaml programming skills. You need to be comfortable reading, understanding, and writing idiomatic OCaml.
2. Experience with basic Git and GitHub workflows (branching, committing, pull requests, code reviews).
3. Good written and verbal English communication skills for collaborating with a remote, async team and upstream maintainers."
2026 Group Benefit Solutions (GBS) Technology Summer Internship - Engineer (Philadelphia),2026-03-18,https://jobright.ai/jobs/info/69c4f02e6f4f855eeda7b25f?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Philadelphia, PA
Philadelphia,Pennsylvania,United States",New York Life Insurance Company,$30-$35 /hr,,,"Finance,Financial Services",10000+,"1. You must be a rising senior or graduate student studying towards a Bachelor’s or master’s degree in Computer Science, Engineering, Cyber Security or other related major with a keen interest in the financial services industry, along with documenting IT solution requirements (business, functional and/or technical), and strong technical knowledge."
Software Engineer I (Intern) - United States,2026-03-18,https://jobright.ai/jobs/info/69be554e482822729301292a?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
San Jose, CA
Triangle, NC",Cisco,$44000-$185000 /yr,,,"Communications Infrastructure,Enterprise Software",10000+,"1. Current enrollment in an undergraduate program. Relevant fields include: Computer Science, Software Engineering, Computer Engineering, Information Technology, Data Science or related field.
2. Proficiency in at least one of the following programming or scripting languages: C/C++, Python, or Java, with evidence of recent (within the past 12 months) coursework, projects, or work experience.
3. Experience in QA, testing, and/or debugging.
..."
Software Developer Intern - Structural,2026-03-17,https://jobright.ai/jobs/info/69ba99c006c1ba00c54ccd80?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Houston, TX
Dallas, TX
Miami, FL
Kansas City, MO
El Paso, TX
Austin, TX
Charlotte, NC
Las Vegas, NV
Orlando, FL
Oklahoma City, OK
Atlanta, GA
El Paso, TX, US
US-TX-Houston
Orlando, FL, US
Houston, TX, US
US-FL-Miami
Dallas, TX, US
Miami, FL, US
Kansas City, MO, US
US-NC-Charlotte
US-TX-El Paso
Charlotte, NC, US
US-GA-Atlanta
Las Vegas, NV, US
Atlanta, GA, US
US-OK-Oklahoma City
US-FL-Orlando
Austin, TX, US
Oklahoma City, OK, US
US-TX-Austin
US-TX-Dallas
US-MO-Kansas City
US-NV-Las Vegas",Walter P Moore,N/A,,,"Consulting,Information Technology",1001-5000,"1. At least 12 credit hours of civil engineering coursework towards a Bachelor’s Degree in Civil Engineering required.
2. Proficiency in C# programming on .NET; familiarity with Python preferred.
3. Competence in object-oriented and functional programming paradigms.
..."
Research and Development Engineering Intern,2026-03-17,https://jobright.ai/jobs/info/69a7538376bbe83d3afab424?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
University Park, PA
Freeport, PA",The Applied Research Laboratory at Penn State University,N/A,,,Universities,1001-5000,"1. Software development experience
2. Object oriented languages such as Java, C#, typescript
3. Must be a U.S. citizen to apply
..."
2026 Intern - Software Engineer,2026-03-17,https://jobright.ai/jobs/info/68cd2d3de23def7af55b68fd?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"San Jose, CA",Adobe,$38-$51 /hr,2026,,"Artificial Intelligence (AI),Consulting",10000+,"1. Currently enrolled full time and pursuing a Bachelor's or Master’s in Computer Science, Computer Engineering, Electrical Engineering, or equivalent experience required with an expected graduation date of December 2026 – June 2027
2. Strong technical background with analytical and problem-solving skills
3. Previous related experience in software engineering (applicable coursework, projects, internships, etc.)
..."
Information Technology - Intern,2026-03-17,https://jobright.ai/jobs/info/698124d149964d25b5e3f43e?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Ridgefield, CT
Ridgefield, CT 06877, USA",The Chefs'​ Warehouse,N/A,,,"Catering,Food and Beverage",5001-10000,"1. Must be enrolled in an accredited university/college in Junior or Senior year (At least 18 years of age)
2. Your degree should be business or technology related (ie., Business Admin., Mgmt., Computer Science, Data Science, etc.)
3. Availability to work a hybrid schedule 40 hours/week throughout summer break
..."
